character_name,dialogue,polarity,frase
finn," Maybe I should lay my head down slow,",0.0,Frase 7070
finn," And sleep until it's all over,",0.0,Frase 7071
finn,,0.0,Frase 7072
finn," Is this the end,",0.0,Frase 7073
finn, of the hero boy named Finn?,0.5574,Frase 7074
finn,,0.0,Frase 7075
finn," Heck no! Darn it, no!",-0.6103,Frase 7076
finn, This isn't how I go!,0.0,Frase 7077
finn,  ,0.0,Frase 7078
finn," I'm gonna kill it! I'm gonna kick life's butt,",-0.7177,Frase 7079
finn,"  And win it, to win it.",0.8225,Frase 7080
finn," I'm gonna take life's name,",0.0,Frase 7081
finn," And spit on it, and kick it!",0.0,Frase 7082
finn,,0.0,Frase 7083
finn," Life can just go eat it,",0.0,Frase 7084
finn, 'Cause this is a man's game! ♫,0.0,Frase 7085
finn,,0.0,Frase 7086
finn,"  Get up, Gork!",0.0,Frase 7087
finn,,0.0,Frase 7088
finn,"  ♪ I'm not gonna let you lie here,",0.0,Frase 7089
finn," And waste away,",-0.4215,Frase 7090
finn," You better get up, Gork, or I'll kick you up,",0.4404,Frase 7091
finn, Today's the day! ♪,0.0,Frase 7092
finn,  ♫ And I'm not gonna be cool!,-0.308,Frase 7093
finn,,0.0,Frase 7094
finn, 'Cause I'm pipin' hot!,0.0,Frase 7095
finn,,0.0,Frase 7096
finn," Get up, Trudy! Get up, Kim!",0.0,Frase 7097
finn, I'm not gonna let you rot! ♫,0.0,Frase 7098
finn,"  ♫ Ja-a-a-ke, stop tellin' me to enjoy, bein' a foot, and get out of that trash! ♫",0.3164,Frase 7099
finn,  Get up!,0.0,Frase 7100
finn,  ♫All of you make me sick!,-0.5562,Frase 7101
finn, I'll fix you with my kicks!,0.0,Frase 7102
finn," Gonna reconstruct y'all's self-worth, ",0.0,Frase 7103
finn, Brick by emotional brick. ♫,0.1531,Frase 7104
finn,  Huh?,0.0,Frase 7105
finn,"  Wait a second. Kim, get underneath Trudy.",0.0,Frase 7106
finn,"[' Kim, I will destroy you!']",-0.5848,Frase 7107
finn,"  Yes! Now for me ,  Look at us!",0.508,Frase 7108
finn,  Word! Now let's go wreck up that Magic Man!,-0.5399,Frase 7109
finn,  You're darn right we are!,0.0,Frase 7110
finn,  Give us our bodies back!,0.0,Frase 7111
finn,  Oh. You were trying to teach us to be kind without expecting anything return. I should've given you that sugar cube without even thinking about a reward.,0.7964,Frase 7112
finn,"  Ah, geez!",0.0,Frase 7113
finn,"["" You've gifted us nothing but heartache, Magic Man! What is the life lesson in that?!""]",0.0,Frase 7114
finn,  Answer this!,0.0,Frase 7115
finn,  I wish I'd never been nice to you 'cause you're just a big jerk!,-0.3235,Frase 7116
finn,"  Man, I frickin' hate that guy. But at least now we can all go back to our regular lives.",-0.6115,Frase 7117
finn,"  Oh, okay. Bye, guys. See you, later. ,  Wait, so, what was the lesson we just learned?",0.2263,Frase 7118
finn,"  Speaking of jerks, what the blubbins, man?! Why wouldn't you help me turn back into a boy?!",-0.6488,Frase 7119
finn,  What?,0.0,Frase 7120
finn,  You could be a foot right now. I saw you change into a foot twice yesterday.,0.0,Frase 7121
finn,"  Safety! ,  Patrol!",0.5242,Frase 7122
finn,  C'mon. Let's keep lookin' for hazards. Look out!,0.0,Frase 7123
finn,"  Shushers, man! ,  Look there!",0.0,Frase 7124
finn,"  Yeah... ,  Suspiciously ordinary. Oh! Little house people! Maybe it is just regular ordinary, not sinister ordinary—oh, no, wait... Grass ogre.",0.4438,Frase 7125
finn,  It's an obnoxious grass ogre.,-0.4588,Frase 7126
finn,"  Hey, ogre! Stop hazing these cute little houses!",0.3365,Frase 7127
finn,  Sorry. I was just tryina' get your attention.,-0.0772,Frase 7128
finn,  NEVER!!,0.0,Frase 7129
finn,  You're doin' it wrong!,-0.5255,Frase 7130
finn,"  First, you roll your right shoulder forward...",0.0,Frase 7131
finn,"  Yeah, but then I counter it by doin' this! ",0.2244,Frase 7132
finn,  Um... You need to take a break?,0.0,Frase 7133
finn,  Nah. Just takin' five. Donny's pretty good.,0.6908,Frase 7134
finn,"  Thanks, man.",0.4404,Frase 7135
finn,  Aww...,0.0,Frase 7136
finn,"  Nah. He's just rough-and-tumble, like me, but deep down, he's probably really sensitive, like me.",0.5859,Frase 7137
finn,"  Hey, Donny!",0.0,Frase 7138
finn,"  I was thinkin' that since you're a pretty good wrestler, maybe you'd wanna hang out with a couple a' rascals like me and Jake!",0.8356,Frase 7139
finn,"[' If you come to the Tree Fort, we got video games and apple juice!']",0.0,Frase 7140
finn,"["" Donny's problem is that he's treated like an outsider, like me.""]",0.3182,Frase 7141
finn,  I... am complicated.,0.0,Frase 7142
finn,"  Hey, Donny, you should play Bug Battle.",-0.0516,Frase 7143
finn,"["" Okay. There's you, and here come the bugs.""]",0.2263,Frase 7144
finn,"  Oh, yeah. Those guys'll get ya.",0.296,Frase 7145
finn,"  Have more apple juice. It always makes me feel better when I— ,  Aaah! Donny! Quit being a jerk!",0.3348,Frase 7146
finn,  You have to think about how your actions make other people feel.,0.0,Frase 7147
finn,"  Okay, yeah! ,  Empathy, empathy, put yourself in the place of me! ,  Your turn!",0.6093,Frase 7148
finn,"  ...Um... kinda right. ,  Someone needs our help! Jake, you stay here and try to fix him, while I deal with an unknown possibly deadly emergency! ",0.1739,Frase 7149
finn,"  Hands off the housing market! ,  BACKPACK! ,  Werewolves. Much worse than ogres. ",-0.5696,Frase 7150
finn,  Is there somewhere I can trap that thing?,-0.3182,Frase 7151
finn,"  Perfect! ,  Slam-bam-in-a-can! Huh? Another werewolf?!? What's up with this town?!",0.78,Frase 7152
finn,  Mr. Bank! Are you alright?!,0.0,Frase 7153
finn,[' Why is this town just getting worse and worse?'],-0.4767,Frase 7154
finn,[' Hey! What are you werewolves up to?!'],0.0,Frase 7155
finn,  Uh... Why-wolves?,0.0,Frase 7156
finn,  What?!,0.0,Frase 7157
finn,"  Oh, no! I have to get Donny back!",-0.4184,Frase 7158
finn,"[' Donny, you have to go right now, and stop the Why-wolves from—']",-0.296,Frase 7159
finn,  What's it goin'?!,0.0,Frase 7160
finn,"  Oh, no... Oh, no. Oh, no, nonononononono! No! This is all wrong! We need jerk Donny to make the obnoxygen, and, and—",-0.8996,Frase 7161
finn,  Are you wearing jeans now?!,0.0,Frase 7162
finn,"  But, but, but—",0.0,Frase 7163
finn,  What did you do?!,0.0,Frase 7164
finn,"  No! We messed up, Jake! The House People are doomed if Donny doesn't go back to being town jerk!",-0.9017,Frase 7165
finn,  But the housies will be wiped out if you don't!,0.0,Frase 7166
finn,"  Donny, you gotta go!",0.0,Frase 7167
finn,"  Now, go be a jerk to those Why-wolves!",-0.4003,Frase 7168
finn,"  Man! The town is getting creamed! By not being a jerk, you're being a real jerk, Donny!!",0.6416,Frase 7169
finn," He sure is sensitive about his songs! ,  It's cuz they think your songs are dumb!",-0.3786,Frase 7170
finn,  They all think you're a real jerk!,-0.4003,Frase 7171
finn,"  You did it, Donny! You're a full-blown jerk again!",-0.4559,Frase 7172
finn,"["" I'm sorry, Donny.""]",-0.0772,Frase 7173
finn,"["" I'd... I'd like that. Very much.""]",0.3612,Frase 7174
finn,  Hahahaha! Here I go!,0.0,Frase 7175
finn,[' Whoo-hoo!!'],0.0,Frase 7176
finn,"  Awesome! ,  Someone needs our help!",0.8118,Frase 7177
finn,"["" Dude! It's Marceline the Vampire Queen!""]",0.0,Frase 7178
finn,[' You still petrified of vampires?'],-0.5423,Frase 7179
finn,[' Hey! Cut that out!'],-0.3987,Frase 7180
finn,  Stop making this poor old dude cry!,-0.8268,Frase 7181
finn,  Stop it!,-0.3595,Frase 7182
finn,"  Oh, no. Don't worry, sir. I'll see to it you get set free.",0.5432,Frase 7183
finn,  I'll do what I need to. I'll even take his place!,0.0,Frase 7184
finn,"  Uh... well... ,  Heck yeah!",0.3595,Frase 7185
finn,"  I couldn't watch that old man suffer, Jake. My code of honor wouldn't allow it.",-0.242,Frase 7186
finn,"  I can't. As a hero, I'm bound by my ,  WOOOOORD!!",-0.5435,Frase 7187
finn,"["" Feed?! What does she mean? L-Like, like, oats? Like, sentient beings, or oats?! It doesn't matter! I can handle it!""]",0.7937,Frase 7188
finn,"  No way, Marceline! I'm not gonna open this door if innocent people will be hurt!",-0.5837,Frase 7189
finn,"  I... ,  Yes... ",0.0,Frase 7190
finn,  Sorry about this.,-0.0772,Frase 7191
finn,  No!,-0.3595,Frase 7192
finn,"  I'm sorry, sir. I'm bound by my code of honor to do what she says.",0.4404,Frase 7193
finn,"  Wait, wait! I'm not married to—",0.0,Frase 7194
finn,"  No! ,  No! ",-0.6103,Frase 7195
finn,  NOOOOO!!!,0.0,Frase 7196
finn,[' Huh? '],0.0,Frase 7197
finn,  I... I thought you were—,0.0,Frase 7198
finn,  B-but...,0.0,Frase 7199
finn,  Oh... Yeah... Okay...,0.0,Frase 7200
finn,"["" Man... What's wrong with this girl? I can't tell if she's messin' with me, or... or what.""]",-0.4767,Frase 7201
finn,  Huh? No!,-0.3595,Frase 7202
finn,"  Uhh, NEVER! ,  Okay! I'll do it!",-0.3699,Frase 7203
finn,"["" Haha, aw, yeah, that sounds bombastic, honey! Hey, I'm gonna run up ahead and scout it out for you, sugar! ""]",0.6988,Frase 7204
finn,  My boss is gonna sack your castle!,0.0,Frase 7205
finn,"  No! ,  Listen! You hear that?! My master is marching here with her army of the undead!",-0.5216,Frase 7206
finn,"  Listen to me!! ,  EVERYBODY!! RUN FOR YOUR LIVES!!",0.0,Frase 7207
finn,"  Don't do this, Marceline! I beg you!",0.0,Frase 7208
finn,  Wha?!,0.0,Frase 7209
finn,"  Okay... So, she makes things seem bad, a-and then... or-or her personality makes them seem bad, or... ,  I'm over-reacting.",-0.7906,Frase 7210
finn,  Huh?,0.0,Frase 7211
finn,  Alright! Whoo-hoo! Hahahaha!,0.4359,Frase 7212
finn,"  Hey, Marceline!",0.0,Frase 7213
finn,"  Uh, yeah, sure. Why?",0.5423,Frase 7214
finn,  Whoa-ho-ho! That's cool!,0.4374,Frase 7215
finn,[' Hahaha! A dimple!'],0.6351,Frase 7216
finn,  What is it?,0.0,Frase 7217
finn,  What?!,0.0,Frase 7218
finn,"  I'm gonna murder you. I'm not entirely sure why. I'm sure this will end happy... ,  AAH! I don't get it! There's always a twist to the stuff Marceline makes me do, but where's the twist in bumping off this bush?!",-0.71,Frase 7219
finn,  But wh—,0.0,Frase 7220
finn,"  I-I thought— ,  Sick!!",-0.5972,Frase 7221
finn,[' Hmm...'],0.0,Frase 7222
finn,"  Hey. Can't the sun, like, destroy you?",-0.6818,Frase 7223
finn,  Uh... Jake told me I came out of a cabbage.,0.0,Frase 7224
finn,"  Yeah, sure. That sounds good.",0.7506,Frase 7225
finn,"  I'm not fallin' for your junk anymore, lady! You just like sayin' poop that jacks with my brain!",0.4738,Frase 7226
finn,[' I knew it! Hey... what about your old henchman? Who was that guy?'],0.0,Frase 7227
finn,"  Yeah, man! I mean, wo-man.",0.3595,Frase 7228
finn,  Jake?,0.0,Frase 7229
finn,  Marceline!,0.0,Frase 7230
finn,"  She's alright, man!",0.3164,Frase 7231
finn,"  I can't let you do that, Jake!",0.0,Frase 7232
finn,"  Jake, listen! Marceline is not how she seems! She's a radical dame who likes to play games!",0.7249,Frase 7233
finn,"  Oh, man! ",0.0,Frase 7234
finn,"["" I-I'm free! Jake! You faced your fear and saved me!""]",0.5826,Frase 7235
finn,  Yup!,0.0,Frase 7236
finn,  That's what henchmen are for.,0.0,Frase 7237
finn,"  We're still on for pixie-strangling tomorrow, though, right?",0.0,Frase 7238
finn,[' Ahhh... YEAH!!! '],0.5871,Frase 7239
finn,"  Jake, get ready for a slap in the jowls. ,  Seriously, though... get ready... for a day filled with adventure!",0.6114,Frase 7240
finn,"  Yeah, man!! ,  I wrote on my arm this to-do list of cool junk. ,  Number one: back flip off this bridge and do the splits. Number two: track down and slay a goblin horde. Number three...,  storm clouds?",0.717,Frase 7241
finn,  I've never seen a knife storm before... It's beautiful.,0.5994,Frase 7242
finn,"  Well, what're we gonna do?",0.2732,Frase 7243
finn,  Hah! Alright!,0.3786,Frase 7244
finn,"  'S okay, I guess.",0.2263,Frase 7245
finn,  Booooo.,0.0,Frase 7246
finn,  What now?,0.0,Frase 7247
finn,  Whoa! What?!,0.0,Frase 7248
finn,  Barf that! Imagination is for turbo nerds who can't handle how kick-butt reality is! I'm a kick-butt reality master!! I would rather die than be imaginative. I mean that.,-0.7243,Frase 7249
finn,"  Shut up, man...",0.0,Frase 7250
finn,"  I'm not playing you child-style games, guy. Watch and learn as I master... reality. ",-0.1511,Frase 7251
finn," AAAAH!!! ,  Ah! Ah! Ah! Ah! Jake! What the hey-hey?!",0.0,Frase 7252
finn,  It's like... whatever you imagine becomes real... That's bananas!,0.0,Frase 7253
finn,"  Dude! Imagine that BMO invented a better video game, and that he has new batteries.",0.4926,Frase 7254
finn,  But first stop imagining lava!,-0.3595,Frase 7255
finn,  Imagine turning your imagination off!,0.0,Frase 7256
finn,  Can't you make it easier to get to that machine?,0.4215,Frase 7257
finn,  Then it's up to me to take your imagination downtown! Let's go to the den and suit up!,0.0,Frase 7258
finn,  Okay.,0.2263,Frase 7259
finn,"  Nah. There's a better one over by the desk. Ah! UNH! ,  What did I just hit?!",0.5229,Frase 7260
finn,"  Really? That's it? There isn't any invisible, angry troll or anything?",0.501,Frase 7261
finn,"  Aah! I can feel it on my foot! ,  I'll kill you, troll! Yah! Yah! Yah, yah, yah, yah!",-0.7825,Frase 7262
finn,"  Yah, yah! ",0.0,Frase 7263
finn,  Cram this! We gotta book it to your imagination machine! Yah!,0.0,Frase 7264
finn,"["" Okay. Try to imagine some kind of steel umbrella over the bridge so... we don't get knifed.""]",0.2263,Frase 7265
finn,"[' Haha! Ha! Hey, you did it, man!']",0.7412,Frase 7266
finn,[' An imaginary riddle master?'],0.0,Frase 7267
finn,"[' Ask me your riddle, Riddle Master. I accept your test.']",0.3818,Frase 7268
finn,[' LAY IT ON ME!!'],0.0,Frase 7269
finn,"  Dude, just make it super easy.",0.7783,Frase 7270
finn,"  Man, that riddle sucks.",-0.3612,Frase 7271
finn,"  YEAH, RIGHT! I'VE GOT A MISSILE!!",0.4724,Frase 7272
finn,  I can feel them all over my face! Imaginary poison coursing through my veins!!,-0.6571,Frase 7273
finn,  Let's just get to your imagination machine and we'll be okay!!,0.3578,Frase 7274
finn,  Hey! Don't shoot us with that bazooka!,0.3859,Frase 7275
finn,  Don't you do it...,0.0,Frase 7276
finn,"  DON'T DO IT, MAN!!!",0.0,Frase 7277
finn,"  AW, YEAH!",0.3595,Frase 7278
finn,"  Alright, use your powers or something. This poison is about to kill me.",-0.802,Frase 7279
finn,  Is it clear?,0.3818,Frase 7280
finn,  Oh! I found the shut-off lever!,0.0,Frase 7281
finn,"  Alright. I'm gonna turn it off. ,  UNH!! You said it was clear of danger!!",0.3331,Frase 7282
finn,"  What?! Well, how do I kill it?! ",-0.6751,Frase 7283
finn,"  Okay! I'm doin' iiiit!! ,  Aw, yeah! The imaginary poison is gone, Jake! Jake? ,  Hey, come on. Wake up, man.",-0.3753,Frase 7284
finn,  Jake... what happened to your bombastic personality?,0.0,Frase 7285
finn,"  Nah, man, nah. Somethin's wrong. Tell me something amazing!",-0.1007,Frase 7286
finn,"  Ah, see, man, you suck now! Crap, it's your imagination. You need that thing. ",-0.6996,Frase 7287
finn,"  Jake... Stop it, man. You're just playing one continuous note.",-0.1027,Frase 7288
finn," I'm gonna turn your imagination back on. ,  Jake! Your imagination on-off switch has vanished!",0.0,Frase 7289
finn,  I remembereth.,0.0,Frase 7290
finn,"  No! It was the opposite of that stuff. I know this now... ,  ...only too late. Okay, man. I'm gonna try to imagine an imagination back-on switch for you, and so you know, if there's anything dainty inside my imagination, I'm gonna be mad. Imagination... go... ,  What the stuff? Well... this isn't so bad. ,  Nothing lame, at least. Hey! And there's Jake's imagination switch!",0.5507,Frase 7291
finn," Cram. Oh! Maybe I can try imagining something. ,  Now for that switch.",0.0,Frase 7292
finn,  No! How'd you get in my Imagination Land?!,-0.4184,Frase 7293
finn,"  REPRESENT THIS! ,  And this. ",0.0,Frase 7294
finn,"  Haha... Penguins... Hahahaha! Heh, alright. ,  I hope this works, Jake! ,  Haha, yeah! ,  Hey! Get away from that! Don't push that hyper drive button! ",0.8647,Frase 7295
finn,"[' Take a hike, fairy! Normal style! ']",0.0,Frase 7296
finn,  You okay?,0.2263,Frase 7297
finn,"  I don't know, dude. I think we got all the adventure we need right here... ,  with... lava on the floor!",0.3802,Frase 7298
finn,  Our secret mission to capture the Ice King is underway. Though I probably shouldn’t say stuff like that out loud.,0.3612,Frase 7299
finn,[' Wrap attack!'],0.0,Frase 7300
finn,  We finally captured the Ice King!,0.0,Frase 7301
finn,"  Princess explained it all when she sent us on the mission, remember?",0.0,Frase 7302
finn,  I'm sure she's got a good reason.,0.6369,Frase 7303
finn,  Where is everybody?,0.0,Frase 7304
finn,  Sure did.,0.3182,Frase 7305
finn,"  So, what did the Ice King do to—",0.0,Frase 7306
finn,  What awful thing did he do to get tossed in there?,-0.4588,Frase 7307
finn,  Wha?,0.0,Frase 7308
finn,"  You got it, princess!",0.0,Frase 7309
finn,"  Cool it, inmate! ",0.3802,Frase 7310
finn,"  Oh, yeah?! Well how 'bout these helmets we found? And we got the Oculus of Rehabilitation!",0.4667,Frase 7311
finn,  And the shelf of penitence!,0.0,Frase 7312
finn,"  No, Jake! It's a trick.",-0.4003,Frase 7313
finn,  Finished!,0.0,Frase 7314
finn,  Umm…,0.0,Frase 7315
finn,"  Yeah, what does it matter?",0.3182,Frase 7316
finn,"  That makes sense. You do bad stuff, we punish you.",-0.7845,Frase 7317
finn,  Really? Umm…,0.0,Frase 7318
finn,"  Jake, he is starting to convince me we're doing a bad thing.",-0.3612,Frase 7319
finn,  Yeah… yeah! You're still a jerk that deserves to be in jail.,-0.126,Frase 7320
